instant,dteday,hr,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
7086,2011-10-27,20,11,171,182,Winter,2011,Oct,Thu,Clear/Few clouds,17.22,21.21,67.0,32.9975,Working Day,Not Holiday
7087,2011-10-27,21,13,119,132,Winter,2011,Oct,Thu,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,35.0008,Working Day,Not Holiday
7088,2011-10-27,22,14,97,111,Winter,2011,Oct,Thu,Clear/Few clouds,14.76,15.909999999999998,66.0,32.9975,Working Day,Not Holiday
7089,2011-10-27,23,8,60,68,Winter,2011,Oct,Thu,Clear/Few clouds,13.940000000000001,15.15,61.0,27.999299999999998,Working Day,Not Holiday
7090,2011-10-28,0,4,40,44,Winter,2011,Oct,Fri,Clear/Few clouds,13.940000000000001,15.909999999999998,66.0,16.997899999999998,Working Day,Not Holiday
7091,2011-10-28,1,7,9,16,Winter,2011,Oct,Fri,Clear/Few clouds,13.120000000000001,15.15,66.0,16.997899999999998,Working Day,Not Holiday
7092,2011-10-28,2,1,3,4,Winter,2011,Oct,Fri,Clear/Few clouds,13.120000000000001,15.15,66.0,19.0012,Working Day,Not Holiday
7093,2011-10-28,3,4,4,8,Winter,2011,Oct,Fri,Clear/Few clouds,12.299999999999999,14.395,70.0,19.0012,Working Day,Not Holiday
7094,2011-10-28,4,5,5,10,Winter,2011,Oct,Fri,Clear/Few clouds,12.299999999999999,14.395,65.0,19.0012,Working Day,Not Holiday
7095,2011-10-28,5,0,25,25,Winter,2011,Oct,Fri,Mist/Cloudy,12.299999999999999,14.395,61.0,16.997899999999998,Working Day,Not Holiday
7096,2011-10-28,6,1,74,75,Winter,2011,Oct,Fri,Clear/Few clouds,11.48,13.635,65.0,16.997899999999998,Working Day,Not Holiday
7097,2011-10-28,7,6,199,205,Winter,2011,Oct,Fri,Clear/Few clouds,11.48,13.635,65.0,16.997899999999998,Working Day,Not Holiday
7098,2011-10-28,8,13,361,374,Winter,2011,Oct,Fri,Clear/Few clouds,12.299999999999999,14.395,61.0,19.0012,Working Day,Not Holiday
7099,2011-10-28,9,19,210,229,Winter,2011,Oct,Fri,Clear/Few clouds,13.120000000000001,15.15,56.99999999999999,15.001299999999999,Working Day,Not Holiday
7100,2011-10-28,10,28,102,130,Winter,2011,Oct,Fri,Clear/Few clouds,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,Working Day,Not Holiday
7101,2011-10-28,11,40,128,168,Winter,2011,Oct,Fri,Clear/Few clouds,14.76,17.424999999999997,50.0,15.001299999999999,Working Day,Not Holiday
7102,2011-10-28,12,46,167,213,Winter,2011,Oct,Fri,Mist/Cloudy,15.58,19.695,40.0,11.0014,Working Day,Not Holiday
7103,2011-10-28,13,43,185,228,Winter,2011,Oct,Fri,Mist/Cloudy,15.58,19.695,42.0,15.001299999999999,Working Day,Not Holiday
7104,2011-10-28,14,33,152,185,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,17.424999999999997,46.0,12.998000000000001,Working Day,Not Holiday
7105,2011-10-28,15,44,171,215,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,16.665,43.0,16.997899999999998,Working Day,Not Holiday
7106,2011-10-28,16,46,262,308,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,17.424999999999997,46.0,11.0014,Working Day,Not Holiday
7107,2011-10-28,17,35,411,446,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,17.424999999999997,50.0,8.9981,Working Day,Not Holiday
7108,2011-10-28,18,36,332,368,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,17.424999999999997,53.0,11.0014,Working Day,Not Holiday
7109,2011-10-28,19,16,188,204,Winter,2011,Oct,Fri,Mist/Cloudy,14.76,17.424999999999997,50.0,8.9981,Working Day,Not Holiday
7110,2011-10-28,20,12,131,143,Winter,2011,Oct,Fri,Light Rain/Snow,13.940000000000001,15.909999999999998,61.0,15.001299999999999,Working Day,Not Holiday
7111,2011-10-28,21,5,69,74,Winter,2011,Oct,Fri,Light Rain/Snow,13.120000000000001,15.909999999999998,70.0,11.0014,Working Day,Not Holiday
7112,2011-10-28,22,4,32,36,Winter,2011,Oct,Fri,Light Rain/Snow,12.299999999999999,14.395,75.0,19.0012,Working Day,Not Holiday
7113,2011-10-28,23,8,31,39,Winter,2011,Oct,Fri,Light Rain/Snow,12.299999999999999,13.635,81.0,22.0028,Working Day,Not Holiday
7114,2011-10-29,0,0,19,19,Winter,2011,Oct,Sat,Light Rain/Snow,11.48,12.879999999999999,87.0,19.999499999999998,Not Working Day,Not Holiday
7115,2011-10-29,1,0,18,18,Winter,2011,Oct,Sat,Light Rain/Snow,12.299999999999999,13.635,87.0,19.999499999999998,Not Working Day,Not Holiday
7116,2011-10-29,2,1,16,17,Winter,2011,Oct,Sat,Light Rain/Snow,12.299999999999999,13.635,87.0,19.999499999999998,Not Working Day,Not Holiday
7117,2011-10-29,3,0,8,8,Winter,2011,Oct,Sat,Light Rain/Snow,12.299999999999999,13.635,81.0,27.999299999999998,Not Working Day,Not Holiday
7118,2011-10-29,4,0,1,1,Winter,2011,Oct,Sat,Light Rain/Snow,12.299999999999999,13.635,81.0,27.999299999999998,Not Working Day,Not Holiday
7119,2011-10-29,5,0,1,1,Winter,2011,Oct,Sat,Light Rain/Snow,10.66,11.365,93.0,23.9994,Not Working Day,Not Holiday
7120,2011-10-29,6,4,1,5,Winter,2011,Oct,Sat,Light Rain/Snow,10.66,11.365,87.0,23.9994,Not Working Day,Not Holiday
7121,2011-10-29,7,1,6,7,Winter,2011,Oct,Sat,Light Rain/Snow,10.66,11.365,87.0,23.9994,Not Working Day,Not Holiday
7122,2011-10-29,8,4,16,20,Winter,2011,Oct,Sat,Light Rain/Snow,11.48,12.879999999999999,87.0,23.9994,Not Working Day,Not Holiday
7123,2011-10-29,9,1,19,20,Winter,2011,Oct,Sat,Light Rain/Snow,11.48,12.879999999999999,87.0,23.9994,Not Working Day,Not Holiday
7124,2011-10-29,10,0,12,12,Winter,2011,Oct,Sat,Light Rain/Snow,10.66,11.365,93.0,22.0028,Not Working Day,Not Holiday
7125,2011-10-29,11,1,26,27,Winter,2011,Oct,Sat,Light Rain/Snow,10.66,11.365,93.0,26.0027,Not Working Day,Not Holiday
7126,2011-10-29,12,6,44,50,Winter,2011,Oct,Sat,Light Rain/Snow,9.84,9.85,87.0,32.9975,Not Working Day,Not Holiday
7127,2011-10-29,13,0,30,30,Winter,2011,Oct,Sat,Light Rain/Snow,9.84,9.85,87.0,35.0008,Not Working Day,Not Holiday
7128,2011-10-29,14,0,29,29,Winter,2011,Oct,Sat,Light Rain/Snow,9.84,9.85,87.0,30.002599999999997,Not Working Day,Not Holiday
7129,2011-10-29,15,3,38,41,Winter,2011,Oct,Sat,Light Rain/Snow,9.02,10.605,93.0,16.997899999999998,Not Working Day,Not Holiday
7130,2011-10-29,16,3,19,22,Winter,2011,Oct,Sat,Light Rain/Snow,9.02,9.85,93.0,22.0028,Not Working Day,Not Holiday
7131,2011-10-29,17,3,28,31,Winter,2011,Oct,Sat,Light Rain/Snow,9.02,9.85,93.0,22.0028,Not Working Day,Not Holiday
7132,2011-10-29,18,6,37,43,Winter,2011,Oct,Sat,Light Rain/Snow,9.02,9.85,93.0,22.0028,Not Working Day,Not Holiday
7133,2011-10-29,19,3,36,39,Winter,2011,Oct,Sat,Clear/Few clouds,9.84,10.605,87.0,23.9994,Not Working Day,Not Holiday
7134,2011-10-29,20,7,40,47,Winter,2011,Oct,Sat,Clear/Few clouds,9.84,10.605,87.0,23.9994,Not Working Day,Not Holiday
7135,2011-10-29,21,1,49,50,Winter,2011,Oct,Sat,Clear/Few clouds,9.84,10.605,87.0,23.9994,Not Working Day,Not Holiday
7136,2011-10-29,22,10,44,54,Winter,2011,Oct,Sat,Clear/Few clouds,9.02,10.605,87.0,15.001299999999999,Not Working Day,Not Holiday
7137,2011-10-29,23,3,33,36,Winter,2011,Oct,Sat,Clear/Few clouds,9.02,11.365,87.0,12.998000000000001,Not Working Day,Not Holiday
7138,2011-10-30,0,7,47,54,Winter,2011,Oct,Sun,Clear/Few clouds,9.02,10.605,87.0,15.001299999999999,Not Working Day,Not Holiday
7139,2011-10-30,1,9,34,43,Winter,2011,Oct,Sun,Clear/Few clouds,9.02,10.605,87.0,16.997899999999998,Not Working Day,Not Holiday
7140,2011-10-30,2,7,43,50,Winter,2011,Oct,Sun,Clear/Few clouds,9.02,10.605,87.0,19.0012,Not Working Day,Not Holiday
7141,2011-10-30,3,7,26,33,Winter,2011,Oct,Sun,Clear/Few clouds,9.84,10.605,75.0,23.9994,Not Working Day,Not Holiday
7142,2011-10-30,4,1,10,11,Winter,2011,Oct,Sun,Clear/Few clouds,9.02,9.85,80.0,22.0028,Not Working Day,Not Holiday
7143,2011-10-30,5,0,4,4,Winter,2011,Oct,Sun,Clear/Few clouds,9.84,10.605,75.0,19.999499999999998,Not Working Day,Not Holiday
7144,2011-10-30,6,2,8,10,Winter,2011,Oct,Sun,Clear/Few clouds,9.84,11.365,75.0,16.997899999999998,Not Working Day,Not Holiday
7145,2011-10-30,7,7,15,22,Winter,2011,Oct,Sun,Clear/Few clouds,9.84,14.395,75.0,0.0,Not Working Day,Not Holiday
7146,2011-10-30,8,20,60,80,Winter,2011,Oct,Sun,Clear/Few clouds,10.66,12.879999999999999,70.0,15.001299999999999,Not Working Day,Not Holiday
7147,2011-10-30,9,55,92,147,Winter,2011,Oct,Sun,Clear/Few clouds,12.299999999999999,14.395,65.0,16.997899999999998,Not Working Day,Not Holiday
7148,2011-10-30,10,53,125,178,Winter,2011,Oct,Sun,Clear/Few clouds,13.120000000000001,16.665,61.0,6.0032,Not Working Day,Not Holiday
7149,2011-10-30,11,58,182,240,Winter,2011,Oct,Sun,Clear/Few clouds,14.76,17.424999999999997,53.0,15.001299999999999,Not Working Day,Not Holiday
7150,2011-10-30,12,85,229,314,Winter,2011,Oct,Sun,Clear/Few clouds,15.58,19.695,50.0,12.998000000000001,Not Working Day,Not Holiday
7151,2011-10-30,13,113,232,345,Winter,2011,Oct,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,43.0,15.001299999999999,Not Working Day,Not Holiday
7152,2011-10-30,14,91,209,300,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,38.0,12.998000000000001,Not Working Day,Not Holiday
7153,2011-10-30,15,88,202,290,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,35.0,11.0014,Not Working Day,Not Holiday
7154,2011-10-30,16,107,213,320,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,32.0,8.9981,Not Working Day,Not Holiday
7155,2011-10-30,17,54,191,245,Winter,2011,Oct,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,35.0,7.0015,Not Working Day,Not Holiday
7156,2011-10-30,18,51,162,213,Winter,2011,Oct,Sun,Clear/Few clouds,14.76,17.424999999999997,40.0,8.9981,Not Working Day,Not Holiday
7157,2011-10-30,19,28,125,153,Winter,2011,Oct,Sun,Clear/Few clouds,22.96,26.515,49.0,19.999499999999998,Not Working Day,Not Holiday
7158,2011-10-30,20,18,74,92,Winter,2011,Oct,Sun,Clear/Few clouds,13.940000000000001,18.18,56.99999999999999,0.0,Not Working Day,Not Holiday
7159,2011-10-30,21,4,75,79,Winter,2011,Oct,Sun,Clear/Few clouds,13.120000000000001,17.424999999999997,66.0,0.0,Not Working Day,Not Holiday
7160,2011-10-30,22,13,58,71,Winter,2011,Oct,Sun,Clear/Few clouds,12.299999999999999,16.665,75.0,0.0,Not Working Day,Not Holiday
7161,2011-10-30,23,7,30,37,Winter,2011,Oct,Sun,Clear/Few clouds,10.66,15.15,87.0,0.0,Not Working Day,Not Holiday
7162,2011-10-31,0,3,20,23,Winter,2011,Oct,Mon,Clear/Few clouds,10.66,15.15,87.0,0.0,Working Day,Not Holiday
7163,2011-10-31,1,5,8,13,Winter,2011,Oct,Mon,Clear/Few clouds,10.66,15.15,81.0,0.0,Working Day,Not Holiday
7164,2011-10-31,2,0,3,3,Winter,2011,Oct,Mon,Clear/Few clouds,9.84,14.395,87.0,0.0,Working Day,Not Holiday
7165,2011-10-31,3,0,3,3,Winter,2011,Oct,Mon,Clear/Few clouds,9.84,12.879999999999999,87.0,7.0015,Working Day,Not Holiday
7166,2011-10-31,4,1,5,6,Winter,2011,Oct,Mon,Clear/Few clouds,9.84,14.395,87.0,0.0,Working Day,Not Holiday
7167,2011-10-31,5,0,18,18,Winter,2011,Oct,Mon,Clear/Few clouds,9.02,13.635,93.0,0.0,Working Day,Not Holiday
7168,2011-10-31,6,4,82,86,Winter,2011,Oct,Mon,Clear/Few clouds,9.84,14.395,87.0,0.0,Working Day,Not Holiday
7169,2011-10-31,7,11,216,227,Winter,2011,Oct,Mon,Clear/Few clouds,9.84,14.395,93.0,0.0,Working Day,Not Holiday
7170,2011-10-31,8,17,355,372,Winter,2011,Oct,Mon,Mist/Cloudy,11.48,15.909999999999998,87.0,0.0,Working Day,Not Holiday
7171,2011-10-31,9,14,197,211,Winter,2011,Oct,Mon,Mist/Cloudy,13.120000000000001,15.909999999999998,76.0,11.0014,Working Day,Not Holiday
7172,2011-10-31,10,18,87,105,Winter,2011,Oct,Mon,Mist/Cloudy,14.76,17.424999999999997,56.99999999999999,11.0014,Working Day,Not Holiday
7173,2011-10-31,11,31,97,128,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,50.0,8.9981,Working Day,Not Holiday
7174,2011-10-31,12,30,140,170,Winter,2011,Oct,Mon,Clear/Few clouds,17.22,21.21,44.0,15.001299999999999,Working Day,Not Holiday
7175,2011-10-31,13,24,128,152,Winter,2011,Oct,Mon,Mist/Cloudy,18.04,21.97,44.0,15.001299999999999,Working Day,Not Holiday
7176,2011-10-31,14,22,119,141,Winter,2011,Oct,Mon,Mist/Cloudy,18.04,21.97,47.0,15.001299999999999,Working Day,Not Holiday
7177,2011-10-31,15,27,141,168,Winter,2011,Oct,Mon,Clear/Few clouds,18.04,21.97,47.0,11.0014,Working Day,Not Holiday
7178,2011-10-31,16,30,242,272,Winter,2011,Oct,Mon,Clear/Few clouds,17.22,21.21,54.0,11.0014,Working Day,Not Holiday
7179,2011-10-31,17,44,442,486,Winter,2011,Oct,Mon,Clear/Few clouds,17.22,21.21,54.0,8.9981,Working Day,Not Holiday
7180,2011-10-31,18,30,392,422,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,66.0,6.0032,Working Day,Not Holiday
7181,2011-10-31,19,12,226,238,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,66.0,6.0032,Working Day,Not Holiday
7182,2011-10-31,20,18,154,172,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,66.0,6.0032,Working Day,Not Holiday
7183,2011-10-31,21,7,109,116,Winter,2011,Oct,Mon,Mist/Cloudy,14.76,17.424999999999997,76.0,12.998000000000001,Working Day,Not Holiday
7184,2011-10-31,22,8,77,85,Winter,2011,Oct,Mon,Mist/Cloudy,14.76,17.424999999999997,76.0,12.998000000000001,Working Day,Not Holiday
7185,2011-10-31,23,6,46,52,Winter,2011,Oct,Mon,Mist/Cloudy,14.76,17.424999999999997,76.0,12.998000000000001,Working Day,Not Holiday
7186,2011-11-01,0,3,18,21,Winter,2011,Nov,Tue,Mist/Cloudy,14.76,17.424999999999997,87.0,11.0014,Working Day,Not Holiday
7187,2011-11-01,1,3,8,11,Winter,2011,Nov,Tue,Clear/Few clouds,14.76,17.424999999999997,81.0,8.9981,Working Day,Not Holiday
7188,2011-11-01,2,1,3,4,Winter,2011,Nov,Tue,Mist/Cloudy,14.76,17.424999999999997,81.0,11.0014,Working Day,Not Holiday
7189,2011-11-01,3,1,5,6,Winter,2011,Nov,Tue,Mist/Cloudy,14.76,17.424999999999997,81.0,8.9981,Working Day,Not Holiday
7190,2011-11-01,4,1,7,8,Winter,2011,Nov,Tue,Clear/Few clouds,13.940000000000001,15.909999999999998,81.0,15.001299999999999,Working Day,Not Holiday
7191,2011-11-01,5,0,18,18,Winter,2011,Nov,Tue,Clear/Few clouds,13.120000000000001,15.909999999999998,81.0,12.998000000000001,Working Day,Not Holiday
7192,2011-11-01,6,3,90,93,Winter,2011,Nov,Tue,Clear/Few clouds,13.120000000000001,15.909999999999998,81.0,12.998000000000001,Working Day,Not Holiday
7193,2011-11-01,7,8,246,254,Winter,2011,Nov,Tue,Clear/Few clouds,13.940000000000001,16.665,76.0,12.998000000000001,Working Day,Not Holiday
7194,2011-11-01,8,17,402,419,Winter,2011,Nov,Tue,Clear/Few clouds,14.76,16.665,71.0,16.997899999999998,Working Day,Not Holiday
7195,2011-11-01,9,16,206,222,Winter,2011,Nov,Tue,Clear/Few clouds,16.400000000000002,20.455000000000002,66.0,11.0014,Working Day,Not Holiday
7196,2011-11-01,10,21,114,135,Winter,2011,Nov,Tue,Clear/Few clouds,18.04,21.97,62.0,8.9981,Working Day,Not Holiday
7197,2011-11-01,11,16,101,117,Winter,2011,Nov,Tue,Clear/Few clouds,18.86,22.725,63.0,7.0015,Working Day,Not Holiday
7198,2011-11-01,12,23,153,176,Winter,2011,Nov,Tue,Clear/Few clouds,20.5,24.240000000000002,48.0,6.0032,Working Day,Not Holiday
7199,2011-11-01,13,20,147,167,Winter,2011,Nov,Tue,Clear/Few clouds,19.68,23.485,55.00000000000001,12.998000000000001,Working Day,Not Holiday
7200,2011-11-01,14,32,118,150,Winter,2011,Nov,Tue,Clear/Few clouds,20.5,24.240000000000002,48.0,16.997899999999998,Working Day,Not Holiday
7201,2011-11-01,15,38,148,186,Winter,2011,Nov,Tue,Clear/Few clouds,20.5,24.240000000000002,45.0,8.9981,Working Day,Not Holiday
7202,2011-11-01,16,46,252,298,Winter,2011,Nov,Tue,Clear/Few clouds,19.68,23.485,44.0,11.0014,Working Day,Not Holiday
7203,2011-11-01,17,36,470,506,Winter,2011,Nov,Tue,Clear/Few clouds,18.04,21.97,54.0,11.0014,Working Day,Not Holiday
7204,2011-11-01,18,39,421,460,Winter,2011,Nov,Tue,Clear/Few clouds,17.22,21.21,57.99999999999999,7.0015,Working Day,Not Holiday
7205,2011-11-01,19,39,274,313,Winter,2011,Nov,Tue,Clear/Few clouds,17.22,21.21,57.99999999999999,6.0032,Working Day,Not Holiday
7206,2011-11-01,20,18,191,209,Winter,2011,Nov,Tue,Clear/Few clouds,16.400000000000002,20.455000000000002,71.0,0.0,Working Day,Not Holiday
7207,2011-11-01,21,13,114,127,Winter,2011,Nov,Tue,Clear/Few clouds,14.76,18.94,81.0,0.0,Working Day,Not Holiday
7208,2011-11-01,22,5,91,96,Winter,2011,Nov,Tue,Clear/Few clouds,14.76,18.94,81.0,0.0,Working Day,Not Holiday
7209,2011-11-01,23,11,61,72,Winter,2011,Nov,Tue,Clear/Few clouds,13.940000000000001,18.18,87.0,0.0,Working Day,Not Holiday
7210,2011-11-02,0,0,19,19,Winter,2011,Nov,Wed,Clear/Few clouds,13.120000000000001,17.424999999999997,87.0,0.0,Working Day,Not Holiday
7211,2011-11-02,1,2,8,10,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,87.0,0.0,Working Day,Not Holiday
7212,2011-11-02,2,0,2,2,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,87.0,0.0,Working Day,Not Holiday
7213,2011-11-02,3,0,2,2,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,75.0,0.0,Working Day,Not Holiday
7214,2011-11-02,4,0,4,4,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,87.0,0.0,Working Day,Not Holiday
7215,2011-11-02,5,0,27,27,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,81.0,0.0,Working Day,Not Holiday
7216,2011-11-02,6,1,91,92,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,81.0,0.0,Working Day,Not Holiday
7217,2011-11-02,7,11,240,251,Winter,2011,Nov,Wed,Clear/Few clouds,12.299999999999999,16.665,81.0,0.0,Working Day,Not Holiday
7218,2011-11-02,8,20,452,472,Winter,2011,Nov,Wed,Clear/Few clouds,13.120000000000001,17.424999999999997,87.0,0.0,Working Day,Not Holiday
7219,2011-11-02,9,15,213,228,Winter,2011,Nov,Wed,Clear/Few clouds,13.940000000000001,18.18,87.0,0.0,Working Day,Not Holiday
7220,2011-11-02,10,25,108,133,Winter,2011,Nov,Wed,Clear/Few clouds,16.400000000000002,20.455000000000002,71.0,6.0032,Working Day,Not Holiday
7221,2011-11-02,11,27,117,144,Winter,2011,Nov,Wed,Clear/Few clouds,17.22,21.21,71.0,8.9981,Working Day,Not Holiday
7222,2011-11-02,12,32,157,189,Winter,2011,Nov,Wed,Clear/Few clouds,18.86,22.725,55.00000000000001,11.0014,Working Day,Not Holiday
7223,2011-11-02,13,22,139,161,Winter,2011,Nov,Wed,Clear/Few clouds,19.68,23.485,48.0,11.0014,Working Day,Not Holiday
7224,2011-11-02,14,40,132,172,Winter,2011,Nov,Wed,Clear/Few clouds,20.5,24.240000000000002,45.0,11.0014,Working Day,Not Holiday
7225,2011-11-02,15,26,161,187,Winter,2011,Nov,Wed,Clear/Few clouds,19.68,23.485,51.0,11.0014,Working Day,Not Holiday
7226,2011-11-02,16,35,231,266,Winter,2011,Nov,Wed,Clear/Few clouds,19.68,23.485,51.0,7.0015,Working Day,Not Holiday
7227,2011-11-02,17,30,523,553,Winter,2011,Nov,Wed,Clear/Few clouds,18.04,21.97,62.0,12.998000000000001,Working Day,Not Holiday
7228,2011-11-02,18,31,448,479,Winter,2011,Nov,Wed,Clear/Few clouds,17.22,21.21,71.0,11.0014,Working Day,Not Holiday
7229,2011-11-02,19,25,257,282,Winter,2011,Nov,Wed,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,8.9981,Working Day,Not Holiday
7230,2011-11-02,20,5,177,182,Winter,2011,Nov,Wed,Clear/Few clouds,16.400000000000002,20.455000000000002,66.0,8.9981,Working Day,Not Holiday
7231,2011-11-02,21,13,155,168,Winter,2011,Nov,Wed,Clear/Few clouds,15.58,19.695,71.0,8.9981,Working Day,Not Holiday
7232,2011-11-02,22,7,99,106,Winter,2011,Nov,Wed,Clear/Few clouds,14.76,17.424999999999997,71.0,8.9981,Working Day,Not Holiday
7233,2011-11-02,23,3,54,57,Winter,2011,Nov,Wed,Clear/Few clouds,14.76,18.18,76.0,6.0032,Working Day,Not Holiday
7234,2011-11-03,0,3,28,31,Winter,2011,Nov,Thu,Clear/Few clouds,14.76,18.18,76.0,6.0032,Working Day,Not Holiday
7235,2011-11-03,1,3,12,15,Winter,2011,Nov,Thu,Clear/Few clouds,13.940000000000001,16.665,81.0,8.9981,Working Day,Not Holiday
7236,2011-11-03,2,2,5,7,Winter,2011,Nov,Thu,Clear/Few clouds,13.940000000000001,16.665,76.0,8.9981,Working Day,Not Holiday
7237,2011-11-03,3,1,4,5,Winter,2011,Nov,Thu,Clear/Few clouds,13.940000000000001,16.665,81.0,8.9981,Working Day,Not Holiday
7238,2011-11-03,4,1,3,4,Winter,2011,Nov,Thu,Clear/Few clouds,13.120000000000001,16.665,81.0,6.0032,Working Day,Not Holiday
7239,2011-11-03,5,1,27,28,Winter,2011,Nov,Thu,Clear/Few clouds,13.120000000000001,16.665,81.0,8.9981,Working Day,Not Holiday
7240,2011-11-03,6,3,96,99,Winter,2011,Nov,Thu,Clear/Few clouds,13.940000000000001,16.665,76.0,12.998000000000001,Working Day,Not Holiday
7241,2011-11-03,7,12,280,292,Winter,2011,Nov,Thu,Mist/Cloudy,13.120000000000001,16.665,81.0,6.0032,Working Day,Not Holiday
7242,2011-11-03,8,8,394,402,Winter,2011,Nov,Thu,Mist/Cloudy,13.940000000000001,17.424999999999997,81.0,6.0032,Working Day,Not Holiday
7243,2011-11-03,9,9,155,164,Winter,2011,Nov,Thu,Mist/Cloudy,14.76,17.424999999999997,81.0,12.998000000000001,Working Day,Not Holiday
7244,2011-11-03,10,12,98,110,Winter,2011,Nov,Thu,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,12.998000000000001,Working Day,Not Holiday
7245,2011-11-03,11,12,108,120,Winter,2011,Nov,Thu,Clear/Few clouds,18.04,21.97,67.0,12.998000000000001,Working Day,Not Holiday
7246,2011-11-03,12,17,162,179,Winter,2011,Nov,Thu,Clear/Few clouds,20.5,24.240000000000002,51.0,12.998000000000001,Working Day,Not Holiday
7247,2011-11-03,13,19,150,169,Winter,2011,Nov,Thu,Mist/Cloudy,21.32,25.0,48.0,16.997899999999998,Working Day,Not Holiday
7248,2011-11-03,14,32,120,152,Winter,2011,Nov,Thu,Clear/Few clouds,21.32,25.0,52.0,11.0014,Working Day,Not Holiday
7249,2011-11-03,15,24,138,162,Winter,2011,Nov,Thu,Clear/Few clouds,21.32,25.0,52.0,11.0014,Working Day,Not Holiday
7250,2011-11-03,16,33,234,267,Winter,2011,Nov,Thu,Clear/Few clouds,21.32,25.0,48.0,12.998000000000001,Working Day,Not Holiday
7251,2011-11-03,17,33,465,498,Winter,2011,Nov,Thu,Clear/Few clouds,19.68,23.485,55.00000000000001,6.0032,Working Day,Not Holiday
7252,2011-11-03,18,24,409,433,Winter,2011,Nov,Thu,Clear/Few clouds,18.86,22.725,63.0,8.9981,Working Day,Not Holiday
7253,2011-11-03,19,18,234,252,Winter,2011,Nov,Thu,Clear/Few clouds,18.04,21.97,67.0,6.0032,Working Day,Not Holiday
7254,2011-11-03,20,11,198,209,Winter,2011,Nov,Thu,Clear/Few clouds,17.22,21.21,71.0,7.0015,Working Day,Not Holiday
7255,2011-11-03,21,4,140,144,Winter,2011,Nov,Thu,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,8.9981,Working Day,Not Holiday
7256,2011-11-03,22,21,116,137,Winter,2011,Nov,Thu,Clear/Few clouds,16.400000000000002,20.455000000000002,82.0,0.0,Working Day,Not Holiday
7257,2011-11-03,23,15,80,95,Winter,2011,Nov,Thu,Clear/Few clouds,16.400000000000002,20.455000000000002,82.0,6.0032,Working Day,Not Holiday
7258,2011-11-04,0,11,32,43,Winter,2011,Nov,Fri,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,0.0,Working Day,Not Holiday
7259,2011-11-04,1,1,16,17,Winter,2011,Nov,Fri,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,0.0,Working Day,Not Holiday
7260,2011-11-04,2,2,8,10,Winter,2011,Nov,Fri,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,0.0,Working Day,Not Holiday
7261,2011-11-04,3,1,7,8,Winter,2011,Nov,Fri,Mist/Cloudy,15.58,19.695,87.0,11.0014,Working Day,Not Holiday
